3.70729014308295	-2.62145	-2.62145	0
3.70729014308295	-2.62145	2.62145	0
3.70729014308295	2.62145	-2.62145	0
3.70729014308295	2.62145	2.62145	0
3.86743659716937	-2.62145	0	-2.843425
3.86743659716937	0	-2.62145	2.843425
3.86743659716937	2.62145	0	-2.843425
3.867436597169371	0	2.62145	2.843425
5.68685	0	0	-5.68685
5.68685	0	0	5.68685
6.514987816038108	-5.2429	-2.62145	2.843425
6.514987816038108	-5.2429	2.62145	2.843425
6.514987816038108	-2.62145	-5.2429	-2.843425
6.514987816038108	-2.62145	5.2429	-2.843425
6.514987816038108	2.62145	-5.2429	-2.843425
6.514987816038108	2.62145	5.2429	-2.843425
6.514987816038108	5.2429	-2.62145	2.843425
6.514987816038108	5.2429	2.62145	2.843425
7.73487319433874	-5.2429	0	-5.68685
7.73487319433874	-5.2429	0	5.68685
7.73487319433874	0	-5.2429	-5.68685
7.73487319433874	0	-5.2429	5.68685
7.73487319433874	0	5.2429	-5.68685
7.73487319433874	0	5.2429	5.68685
7.73487319433874	5.2429	0	-5.68685
7.73487319433874	5.2429	0	5.68685
8.289752772248397	-2.62145	-7.864349999999999	0
8.289752772248397	2.62145	-7.864349999999999	0
8.289752772248399	-7.86435	-2.62145	0
8.289752772248399	-7.86435	2.62145	0
8.289752772248399	-2.62145	7.86435	0
8.289752772248399	2.62145	7.86435	0
8.289752772248399	7.86435	-2.62145	0
8.289752772248399	7.86435	2.62145	0
8.3625992761297	0	-7.864349999999999	2.843425
8.362599276129702	-7.86435	0	-2.843425
8.362599276129702	0	7.86435	2.843425
8.362599276129702	7.86435	0	-2.843425
8.92398967268144	-2.62145	0	8.530275
8.92398967268144	0	-2.62145	-8.530275
8.92398967268144	0	2.62145	-8.530275
8.92398967268144	2.62145	0	8.530275
9.344317189741581	-5.2429	-5.2429	-5.68685
9.344317189741581	-5.2429	-5.2429	5.68685
9.344317189741581	-5.2429	5.2429	-5.68685
9.344317189741581	-5.2429	5.2429	5.68685
9.344317189741581	5.2429	-5.2429	-5.68685
9.344317189741581	5.2429	-5.2429	5.68685
9.344317189741581	5.2429	5.2429	-5.68685
